family,delta_log_det,lo,hi,p_boot,equiv_linear_pct,sig_fdr
CH,0.07865928267205824,-0.9465350064890696,1.1459459409545654,0.854,0.9880907297522334,False
CU,-0.6908363000068736,-1.5181279285894875,0.06768802832163523,0.08,-8.273103268285597,False
FC,-0.7291343828627581,-1.8680764616539773,0.4506449411483892,0.275,-8.71117438778921,False
FF,0.016365430952861137,-0.7365619909968673,0.7736206409773494,0.972,0.20477726976488864,False
SI,-0.9457028626528162,-3.0217679481693054,1.266078265245563,0.431,-11.149309316880062,False
SLV,-0.4827289777712904,-1.4025218550663239,0.5949520185197567,0.358,-5.85566684378056,False
