outcome,bottom_decile_mean,top_decile_mean,difference
csw_pct,27.413659508355714,28.185287407601216,0.7716278992455017
rv100,0.07699259792763588,0.1322023079531086,0.05520971002547273
whiff_pct,23.546340127957773,24.69628883825058,1.1499487102928079
xwobacon,0.31261070613473557,0.3071795747905192,-0.005431131344216356
