sinker_hb_arm_mean_R,sinker_hb_arm_mean_L,passed,game_year
14.757284652734931,14.728411459884448,True,2021
14.716109717989273,15.055129993658845,True,2022
14.905886197520394,15.07147030435622,True,2023
14.840552650662188,15.120493782663543,True,2024
15.070113132548538,15.392279128512788,True,2025
