game_year,family,cell_id,pitches,n_pitchers,usage_share,balanced,whiff_pct,csw_pct,rv100,xwobacon,rv100_rel,csw_pct_rel
2021,FF,FF|46|5|0,1320,131,0.00186,True,23.1441,27.57576,0.79326,0.33759,0.7908,-0.24631
2021,FF,FF|46|5|1,2759,221,0.00389,True,23.67816,29.32222,0.85415,0.33637,0.85169,1.50015
2021,FF,FF|46|5|2,1576,177,0.00222,True,25.75342,31.40863,0.65362,0.34898,0.65116,3.58656
2021,FF,FF|47|2|0,892,93,0.00126,True,16.31702,24.88789,0.05661,0.32358,0.05416,-2.93418
2021,FF,FF|47|2|1,1392,174,0.00196,True,13.81381,21.98276,-0.54468,0.37584,-0.54714,-5.83931
2021,FF,FF|47|2|2,1228,184,0.00173,True,14.72081,24.91857,-0.72492,0.35886,-0.72738,-2.9035
2021,FF,FF|47|2|3,961,116,0.00136,True,10.57082,21.85224,-1.14142,0.36867,-1.14387,-5.96983
2021,FF,FF|47|3|-1,688,81,0.00097,True,21.68675,26.01744,0.78619,0.29272,0.78373,-1.80463
2021,FF,FF|47|3|0,3479,261,0.00491,True,17.22934,23.91492,0.31144,0.33892,0.30898,-3.90715
2021,FF,FF|47|3|1,7729,437,0.01091,True,17.49175,24.15578,-0.2834,0.3575,-0.28586,-3.66629
2021,FF,FF|47|3|2,9514,424,0.01343,True,17.16829,25.39416,-0.89953,0.35991,-0.90199,-2.42792
2021,FF,FF|47|3|3,4486,246,0.00633,True,17.48024,26.77218,-0.29028,0.35115,-0.29274,-1.04989
2021,FF,FF|47|4|-1,675,89,0.00095,False,25.60976,27.55556,-0.4603,0.31148,-0.46275,-0.26652
2021,FF,FF|47|4|0,6491,294,0.00916,True,21.89714,27.37637,0.2931,0.33121,0.29064,-0.4457
2021,FF,FF|47|4|1,15124,450,0.02135,True,21.17803,26.8712,0.11698,0.33969,0.11452,-0.95087
2021,FF,FF|47|4|2,11750,430,0.01659,True,22.80883,28.85957,0.49784,0.32813,0.49538,1.0375
2021,FF,FF|47|4|3,2657,206,0.00375,True,22.33157,30.03387,0.3006,0.30801,0.29814,2.2118
2021,FF,FF|47|5|0,1103,136,0.00156,True,27.05061,30.09973,1.47063,0.23691,1.46817,2.27766
2021,FF,FF|47|5|1,2404,225,0.00339,True,28.94295,31.53078,1.84301,0.27515,1.84055,3.70871
2021,FF,FF|47|5|2,1161,156,0.00164,True,30.56537,32.81654,0.8553,0.27903,0.85284,4.99447
2021,FF,FF|48|2|1,560,79,0.00079,False,18.58736,22.5,-0.40214,0.37493,-0.4046,-5.32207
2021,FF,FF|48|2|2,631,110,0.00089,True,17.33333,20.60222,-1.67892,0.35518,-1.68138,-7.21985
2021,FF,FF|48|2|3,579,71,0.00082,True,16.23616,22.4525,-1.95751,0.36567,-1.95997,-5.36957
2021,FF,FF|48|3|0,1272,129,0.0018,True,19.40532,21.6195,-0.35149,0.33257,-0.35395,-6.20257
2021,FF,FF|48|3|1,3563,269,0.00503,True,17.37493,22.39686,0.6828,0.31794,0.68034,-5.42522
2021,FF,FF|48|3|2,5176,263,0.00731,True,19.66038,25.56028,-0.15174,0.33117,-0.1542,-2.26179
