outcome,n,within_coef,within_se,within_p,between_coef,between_se,between_p,within_sig_fdr
whiff_pct,4206,1.17922101712021,0.6444359548511274,0.06727239845664076,1.6345352526393067,0.3351804869137491,1.0793962770274542e-06,True
