uniq_pct,whiff_prob
0.051643192488262914,-0.21526102032158742
0.08910275304041489,-0.22153924698721994
0.12656231359256687,-0.2503018096213656
0.16402187414471883,-0.21698787449154086
0.2014814346968708,-0.21508955068616348
0.23894099524902276,-0.21570656808438468
0.2764005558011748,-0.20670703303357832
0.3138601163533267,-0.2023118883402563
0.3513196769054787,-0.18759275045160964
0.3887792374576307,-0.20146137743596387
0.42623879800978265,-0.2003760091689697
0.46369835856193464,-0.19925806937972534
0.5011579191140866,-0.19963043938179353
0.5386174796662385,-0.1918536907002411
0.5760770402183905,-0.19061937757222638
0.6135366007705425,-0.19515772860389455
0.6509961613226944,-0.1988362552314847
0.6884557218748464,-0.19459187616311624
0.7259152824269984,-0.18352713284278072
0.7633748429791504,-0.18273418893044385
0.8008344035313023,-0.1966811151529089
0.8382939640834544,-0.14553423710601954
0.8757535246356063,-0.14974481847753573
0.9132130851877582,-0.14663063186389144
0.9506726457399103,-0.16352123251316528
