outcome,bottom_decile_mean,top_decile_mean,difference
csw_pct,27.418191810886157,28.224679216872612,0.8064874059864557
rv100,0.09917226252158026,0.16928565712043941,0.07011339459885915
whiff_pct,23.219647073513258,24.38401789468887,1.1643708211756127
xwobacon,0.31301192602166455,0.3068904988286021,-0.0061214271930624675
