family,feature,game_year,n_pitchers,median,sd,sd_lo,sd_hi,iqr,iqr_lo,iqr_hi,robust_cv,robust_cv_lo,robust_cv_hi,mad,mad_lo,mad_hi
FC,ivb,2022,120,7.5600000000000005,2.8583641087431917,2.4328071659696837,3.2668120291640617,3.2250000000000005,2.67,4.290374999999999,0.33535,0.2544682164179104,0.4118333333333333,2.535246,1.9570320000000003,3.1590499499999947
FC,ivb,2023,139,7.5,3.2321601995930824,2.7654247600236848,3.6641102385908173,3.929999999999999,3.0,4.68,0.3914063999999999,0.3067448275862068,0.47744745762711843,2.935547999999999,2.312855999999999,3.469284000000001
FC,ivb,2024,139,7.800000000000001,2.9465380246885076,2.538813330613615,3.373219437051552,3.5700000000000003,2.6992499999999993,4.2,0.34213846153846167,0.25482187500000003,0.40337918783422455,2.668680000000001,1.9570320000000003,3.202416
FC,ivb,2025,135,8.16,2.8139497568064087,2.409366874211487,3.22491862413835,3.4499999999999984,2.9399999999999995,4.169999999999999,0.3270441176470586,0.2655402985074627,0.381881818181818,2.6686799999999984,2.134943999999999,3.2024159999999986
FC,ivb,2026,149,7.800000000000001,2.518542697486789,2.18653170814832,2.84376293708482,2.8200000000000003,2.4000000000000004,3.3600000000000003,0.2737107692307691,0.22725985401459886,0.3294666666666666,2.134943999999999,1.779119999999999,2.4907679999999996
FC,hb_arm,2021,115,-2.64,2.4174738029812626,2.076732698021792,2.72822120940323,3.1499999999999995,2.3999999999999995,3.9599999999999995,0.8760818181818182,0.6259866666666664,1.2485052631578948,2.312856,1.7791199999999996,2.935547999999999
FC,hb_arm,2022,120,-2.2800000000000002,2.455924067476453,2.1108218223539703,2.764582784674798,3.3899999999999992,2.49,4.034999999999999,1.150965789473684,0.8119,1.3953882352941176,2.624202,1.7791200000000003,3.024504
FC,hb_arm,2023,139,-2.7600000000000002,2.4547584094816464,2.002301720782146,2.889660336913703,2.73,2.2199999999999998,3.24,0.7412999999999996,0.5490388596491225,0.9180206249999987,2.045987999999999,1.6879400999999996,2.401811999999999
FC,hb_arm,2024,139,-2.52,2.493924553981313,2.0870508858425225,2.8973485384525053,3.1799999999999997,2.6399999999999997,3.8100000000000005,0.9178,0.6795249999999997,1.2485052631578948,2.312856,1.957031999999999,2.8465920000000002
FC,hb_arm,2025,135,-1.92,2.241775415808946,1.9755297870793782,2.5073564419159453,3.12,2.2800000000000002,3.66,1.1119500000000002,0.88956,1.4826,2.1349440000000004,1.6012079999999997,2.66868
FC,hb_arm,2026,149,-2.22,2.00893863214293,1.7349682467371204,2.2456957705136356,2.3400000000000003,1.7999999999999998,2.9999999999999996,0.7613351351351351,0.5930399999999999,1.0707666666666666,1.690164,1.3343399999999999,2.134944
FC,release_spin_rate,2021,115,2363.0,197.2972593400549,172.60501076494984,220.41751119113397,282.0,218.7375,331.0,0.08783918747355057,0.06926481430759475,0.10345315820138933,207.564,164.5500675,245.3703
FC,release_spin_rate,2022,120,2367.25,166.40323838524913,148.37926272517117,182.13675797050303,225.5,173.115625,300.50312499999995,0.07953963459710635,0.05384123389180392,0.09661823840741997,188.2902,127.13295,229.44161624999992
