outcome,n,n_batters,seq_gap_coef,seq_gap_se,seq_gap_p,same_cell_coef,same_cell_se,same_cell_p
is_whiff,1230416,1519,-0.003434346427446974,0.0003443320020267082,1.9820822422754273e-23,0.002283292545058302,0.0013269553290491953,0.085305206562893
is_csw,2310385,1535,-0.002403639670959503,0.0002652287096197854,1.2747450077564715e-19,0.004975036441205149,0.0010273992632177428,1.2830644465491783e-06
