outcome,n,n_batters,uniq_pct_coef,uniq_pct_se,uniq_pct_p,bucket
is_whiff,375808,1379,0.020759828827144552,0.002242450459893767,2.0897451190391357e-20,batter_ahead
is_whiff,374815,1422,0.03069307443721761,0.002275801152869342,1.8726784808040227e-41,even
is_whiff,173170,1402,0.03692607567556197,0.0035473809917471637,2.2465423783816126e-25,pitcher_ahead
is_whiff,397038,1466,0.02522616389481327,0.0021755745635262283,4.3598271089308745e-31,two_strike
